id_tentativa,cenario,semente,configuracao,versao_codigo,id_copia,decisao,motivo,duracao_identidade_s,duracao_autenticacao_s,duracao_hash_s,duracao_preparacao_s,duracao_restauracao_s,duracao_validacao_s,duracao_limpeza_s,tempo_decisao_s,cpu_pct,memoria_max_mb,espaco_temp_mb,eh_repeticao_desempenho
6c0dab40-6c51-4728-8b67-b191cdf650d3,C0,0,C,0.1.0,pedidos_seed1_c0,aprovada,"Configuração C: estrutura, conteúdo e regras de negócio aprovados",0.004961899991030805,0.0003274000046076253,0.00044269999489188194,2.1000014385208488e-06,0.25842430000193417,4.314943799996399,0.4122666999901412,27.72989499999676,NA,NA,NA,False
